repo,ai_category,provider_or_lib,capability,policy_status,risk,severity,file,line,snippet,owner,last_seen,remediation
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,8,"  {{- end }}
{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}
  export NODE_PORT=$(kubectl get --namespace {{ .Release.Namespace }} -o jsonpath=""{.spec.ports[0].nodePort}"" services {{ include ""cogi.fullname"" . }})
  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,9,"{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}
  export NODE_PORT=$(kubectl get --namespace {{ .Release.Namespace }} -o jsonpath=""{.spec.ports[0].nodePort}"" services {{ include ""cogi.fullname"" . }})
  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")
  echo http://$NODE_IP:$NODE_PORT","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,9,"{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}
  export NODE_PORT=$(kubectl get --namespace {{ .Release.Namespace }} -o jsonpath=""{.spec.ports[0].nodePort}"" services {{ include ""cogi.fullname"" . }})
  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")
  echo http://$NODE_IP:$NODE_PORT","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,12,"  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")
  echo http://$NODE_IP:$NODE_PORT
{{- else if contains ""LoadBalancer"" .Values.service.type }}
     NOTE: It may take a few minutes for the LoadBalancer IP to be available.
           You can watch the status of by running 'kubectl get --namespace {{ .Release.Namespace }} svc -w {{ include ""cogi.fullname"" . }}'","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,16,"           You can watch the status of by running 'kubectl get --namespace {{ .Release.Namespace }} svc -w {{ include ""cogi.fullname"" . }}'
  export SERVICE_IP=$(kubectl get svc --namespace {{ .Release.Namespace }} {{ include ""cogi.fullname"" . }} --template ""{{""{{ range (index .status.loadBalancer.ingress 0) }}{{.}}{{ end }}""}}"")
  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.items[0]","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,17,"  export SERVICE_IP=$(kubectl get svc --namespace {{ .Release.Namespace }} {{ include ""cogi.fullname"" . }} --template ""{{""{{ range (index .status.loadBalancer.ingress 0) }}{{.}}{{ end }}""}}"")
  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.items[0]
  echo ""Visit http://127.0.0.1:8080 to use your application""","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,18,"  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.items[0]
  echo ""Visit http://127.0.0.1:8080 to use your application""
  kubectl --namespace {{ .Release.Namespace }} port-forward $POD_NAME 8080:80","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\templates\NOTES.txt,18,"  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.items[0]
  echo ""Visit http://127.0.0.1:8080 to use your application""
  kubectl --namespace {{ .Release.Namespace }} port-forward $POD_NAME 8080:80","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,2,"1. Get the application URL by running these commands:
{{- if .Values.ingress.enabled }}
{{- range $host := .Values.ingress.hosts }}
  {{- range .paths }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,4,"{{- if .Values.ingress.enabled }}
{{- range $host := .Values.ingress.hosts }}
  {{- range .paths }}
  http{{ if $.Values.ingress.tls }}s{{ end }}://{{ $host.host }}{{ . }}
  {{- end }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,5,"{{- range $host := .Values.ingress.hosts }}
  {{- range .paths }}
  http{{ if $.Values.ingress.tls }}s{{ end }}://{{ $host.host }}{{ . }}
  {{- end }}
{{- end }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,5,"{{- range $host := .Values.ingress.hosts }}
  {{- range .paths }}
  http{{ if $.Values.ingress.tls }}s{{ end }}://{{ $host.host }}{{ . }}
  {{- end }}
{{- end }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,5,"{{- range $host := .Values.ingress.hosts }}
  {{- range .paths }}
  http{{ if $.Values.ingress.tls }}s{{ end }}://{{ $host.host }}{{ . }}
  {{- end }}
{{- end }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,5,"{{- range $host := .Values.ingress.hosts }}
  {{- range .paths }}
  http{{ if $.Values.ingress.tls }}s{{ end }}://{{ $host.host }}{{ . }}
  {{- end }}
{{- end }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,6,"  {{- range .paths }}
  http{{ if $.Values.ingress.tls }}s{{ end }}://{{ $host.host }}{{ . }}
  {{- end }}
{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,8,"  {{- end }}
{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}
  export NODE_PORT=$(kubectl get --namespace {{ .Release.Namespace }} -o jsonpath=""{.spec.ports[0].nodePort}"" services {{ include ""cogi-api-gw.fullname"" . }})
  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,9,"{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}
  export NODE_PORT=$(kubectl get --namespace {{ .Release.Namespace }} -o jsonpath=""{.spec.ports[0].nodePort}"" services {{ include ""cogi-api-gw.fullname"" . }})
  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")
  echo http://$NODE_IP:$NODE_PORT","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,9,"{{- end }}
{{- else if contains ""NodePort"" .Values.service.type }}
  export NODE_PORT=$(kubectl get --namespace {{ .Release.Namespace }} -o jsonpath=""{.spec.ports[0].nodePort}"" services {{ include ""cogi-api-gw.fullname"" . }})
  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")
  echo http://$NODE_IP:$NODE_PORT","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,12,"  export NODE_IP=$(kubectl get nodes --namespace {{ .Release.Namespace }} -o jsonpath=""{.items[0].status.addresses[0].address}"")
  echo http://$NODE_IP:$NODE_PORT
{{- else if contains ""LoadBalancer"" .Values.service.type }}
     NOTE: It may take a few minutes for the LoadBalancer IP to be available.
           You can watch the status of by running 'kubectl get --namespace {{ .Release.Namespace }} svc -w {{ include ""cogi-api-gw.fullname"" . }}'","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,15,"     NOTE: It may take a few minutes for the LoadBalancer IP to be available.
           You can watch the status of by running 'kubectl get --namespace {{ .Release.Namespace }} svc -w {{ include ""cogi-api-gw.fullname"" . }}'
  export SERVICE_IP=$(kubectl get svc --namespace {{ .Release.Namespace }} {{ include ""cogi-api-gw.fullname"" . }} --template ""{{""{{ range (index .status.loadBalancer.ingress 0) }}{{.}}{{ end }}""}}"")
  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,15,"     NOTE: It may take a few minutes for the LoadBalancer IP to be available.
           You can watch the status of by running 'kubectl get --namespace {{ .Release.Namespace }} svc -w {{ include ""cogi-api-gw.fullname"" . }}'
  export SERVICE_IP=$(kubectl get svc --namespace {{ .Release.Namespace }} {{ include ""cogi-api-gw.fullname"" . }} --template ""{{""{{ range (index .status.loadBalancer.ingress 0) }}{{.}}{{ end }}""}}"")
  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,16,"           You can watch the status of by running 'kubectl get --namespace {{ .Release.Namespace }} svc -w {{ include ""cogi-api-gw.fullname"" . }}'
  export SERVICE_IP=$(kubectl get svc --namespace {{ .Release.Namespace }} {{ include ""cogi-api-gw.fullname"" . }} --template ""{{""{{ range (index .status.loadBalancer.ingress 0) }}{{.}}{{ end }}""}}"")
  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi-api-gw.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.i","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,17,"  export SERVICE_IP=$(kubectl get svc --namespace {{ .Release.Namespace }} {{ include ""cogi-api-gw.fullname"" . }} --template ""{{""{{ range (index .status.loadBalancer.ingress 0) }}{{.}}{{ end }}""}}"")
  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi-api-gw.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.i
  echo ""Visit http://127.0.0.1:8080 to use your application""","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Security,jinja_template_injection,Template Injection Risk (Jinja2/SSTI),CRITICAL,Critical,1,cogi-applications\charts\cogi-api-gw\templates\NOTES.txt,18,"  echo http://$SERVICE_IP:{{ .Values.service.port }}
{{- else if contains ""ClusterIP"" .Values.service.type }}
  export POD_NAME=$(kubectl get pods --namespace {{ .Release.Namespace }} -l ""app.kubernetes.io/name={{ include ""cogi-api-gw.name"" . }},app.kubernetes.io/instance={{ .Release.Name }}"" -o jsonpath=""{.i
  echo ""Visit http://127.0.0.1:8080 to use your application""
  kubectl --namespace {{ .Release.Namespace }} port-forward $POD_NAME 8080:80","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
cogi-deployment,Infrastructure AI Config,helm_ai_values,AI Config in Helm values,REVIEW,Medium,3,cogi-applications\values.yaml,86,"    data:
      33eb0e86-860c-4d66-bd9d-26d37ec68f1c:
          model_name: ""llm-nexyte""
          model_service: ""http://cogi-nexyte-llm:8000/v1""
          openai_api_key: ""EMPTY""","Laniado, Yarin",20260317_015630,"Review this AI usage against the internal AI policy. Ensure the provider/library is approved, data handling is documented, and usage is logged."
